ro_id,machine_model,machine_age_years,operating_hours,symptom_text,failure_code,subsystem,environment,technician_notes,downtime_hours,estimated_total_parts_cost,created_at
RO000321,SEDAN-B,5.6,1651,Radiator efficiency low,FC-CLG-11,engine_cooling,city_stopgo,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,6.3,175.16,2026-06-30 08:11:18
RO000322,SEDAN-B,8.8,11134,Coolant leak suspected,FC-CLG-11,engine_cooling,city_stopgo,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,8.65,274.79,2023-01-10 03:55:40
RO000323,TRUCK-T1,2.2,3285,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,city_stopgo,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,5.95,128.3,2023-05-15 09:08:54
RO000324,SUV-X,10.2,28471,Coolant temperature high,FC-CLG-11,engine_cooling,highway_longhaul,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,4.58,198.18,2024-08-30 09:15:33
RO000325,TRUCK-T2,10.3,14691,Line speed not maintained,FC-ACC-09,conveyor_like_accessory,normal,Observed: Line speed not maintained. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,5.15,289.72,2025-05-09 20:52:38
RO000326,SUV-X,9.6,20218,Coolant leak suspected,FC-CLG-11,engine_cooling,high_temp,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,2.35,210.86,2023-10-13 19:44:45
RO000327,COUPE-R,11.7,26040,Driveline vibration under load,FC-DRV-19,drivetrain,highway_longhaul,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,4.25,189.59,2025-05-03 20:58:55
RO000328,SUV-X,7.9,18952,Accessory drive noise,FC-ACC-09,conveyor_like_accessory,highway_longhaul,Observed: Accessory drive noise. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,6.02,224.07,2025-10-15 05:48:14
RO000329,SUV-X,4.6,9627,Unexpected power cut,FC-ELC-22,electrical_power,city_stopgo,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,5.45,158.36,2025-05-30 14:08:35
RO000330,VAN-C,10.6,19348,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,high_humidity,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,4.76,128.3,2024-07-12 10:36:34
RO000331,SUV-X,9.2,100,Intake actuator delayed,FC-PNE-07,pneumatic_intake,highway_longhaul,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,7.8,186.42,2025-07-31 08:43:07
RO000332,SEDAN-A,0.4,12100,Coolant temperature high,FC-CLG-11,engine_cooling,city_stopgo,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,3.26,312.71,2025-09-08 04:44:33
RO000333,COUPE-R,2.0,24286,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,highway_longhaul,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,4.56,124.29,2026-04-19 05:26:52
RO000334,SEDAN-A,7.7,14624,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,highway_longhaul,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,6.45,248.34,2024-01-07 02:07:18
RO000335,SUV-X,6.8,4736,Line speed not maintained,FC-ACC-09,conveyor_like_accessory,highway_longhaul,Observed: Line speed not maintained. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,7.49,150.37,2026-02-11 03:06:17
RO000336,SUV-Z,4.8,2547,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,city_stopgo,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,4.64,135.6,2026-05-14 11:47:04
RO000337,TRUCK-T1,11.8,21801,Coolant leak suspected,FC-CLG-11,engine_cooling,highway_longhaul,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,4.8,239.09,2024-02-14 01:08:04
RO000338,TRUCK-T1,5.3,12426,Driveline vibration under load,FC-DRV-19,drivetrain,dusty,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,9.65,241.19,2023-12-13 06:17:11
RO000339,COUPE-R,7.8,18440,Coolant temperature high,FC-CLG-11,engine_cooling,high_temp,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,7.56,210.86,2023-12-24 06:40:38
RO000340,SUV-Z,7.3,12927,Intermittent electrical fault,FC-ELC-22,electrical_power,dusty,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,5.11,203.04,2026-06-14 02:42:27
RO000341,SUV-X,6.2,14702,Brake pressure drop,FC-HYD-04,hydraulic_brake,high_temp,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,6.96,219.56,2025-09-04 22:58:05
RO000342,SEDAN-A,6.7,20861,Air regulation unstable,FC-PNE-07,pneumatic_intake,highway_longhaul,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,5.34,316.84,2026-02-04 20:50:58
RO000343,SUV-Z,6.8,100,Drive transfer slip,FC-DRV-19,drivetrain,dusty,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,7.33,223.77,2025-07-22 08:53:27
RO000344,SEDAN-B,7.7,22984,Line speed not maintained,FC-ACC-09,conveyor_like_accessory,high_temp,Observed: Line speed not maintained. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,0.5,353.6,2024-08-10 12:44:28
RO000345,SEDAN-B,13.8,13883,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,normal,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,7.72,198.9,2025-01-19 03:14:42
RO000346,VAN-C,2.9,19902,Coolant leak suspected,FC-CLG-11,engine_cooling,high_temp,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,3.39,274.79,2026-05-31 07:55:09
RO000347,TRUCK-T1,4.3,30312,Drive transfer slip,FC-DRV-19,drivetrain,city_stopgo,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,5.12,311.07,2025-04-24 15:45:42
RO000348,TRUCK-T1,7.3,21960,Unexpected power cut,FC-ELC-22,electrical_power,city_stopgo,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,6.49,119.19,2024-10-19 23:31:08
RO000349,COUPE-R,7.0,17919,Air regulation unstable,FC-PNE-07,pneumatic_intake,high_humidity,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,10.31,279.86,2024-04-21 08:51:20
RO000350,SUV-X,6.3,16608,Unexpected power cut,FC-ELC-22,electrical_power,normal,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,7.6,155.43,2023-11-30 03:34:44
RO000351,COUPE-R,10.4,24496,Drive transfer slip,FC-DRV-19,drivetrain,city_stopgo,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,6.78,189.59,2024-11-07 08:02:50
RO000352,TRUCK-T1,2.5,28067,Accessory drive noise,FC-ACC-09,conveyor_like_accessory,highway_longhaul,Observed: Accessory drive noise. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,3.21,224.07,2025-07-17 03:23:30
RO000353,TRUCK-T1,7.6,8965,Control unit reset observed,FC-ELC-22,electrical_power,high_temp,Observed: Control unit reset observed. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,5.37,179.76,2023-02-22 05:02:50
RO000354,SEDAN-B,7.7,17570,Intermittent electrical fault,FC-ELC-22,electrical_power,high_humidity,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,6.34,158.36,2026-04-26 04:18:42
RO000355,TRUCK-T1,12.1,18628,Coolant temperature high,FC-CLG-11,engine_cooling,highway_longhaul,Observed: Coolant temperature high. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.01,276.8,2025-05-18 13:16:32
RO000356,SEDAN-B,9.9,24515,Coolant leak suspected,FC-CLG-11,engine_cooling,city_stopgo,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,3.04,404.87,2023-04-23 10:44:40
RO000357,COUPE-R,8.6,20609,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,dusty,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,4.9,316.84,2025-05-24 20:26:50
RO000358,SEDAN-B,11.3,13799,Torque transfer delay,FC-DRV-19,drivetrain,high_humidity,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,5.75,185.36,2023-04-15 22:36:19
RO000359,SEDAN-A,5.9,15124,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,highway_longhaul,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,3.31,376.64,2024-02-14 02:23:17
RO000360,SUV-Z,1.5,27756,Line speed not maintained,FC-ACC-09,conveyor_like_accessory,dusty,Observed: Line speed not maintained. Inspected conveyor_like_accessory subsystem. Replaced primary component and verified normal operation.,3.81,224.07,2026-02-19 01:32:11
RO000361,SUV-X,3.0,100,Torque transfer delay,FC-DRV-19,drivetrain,normal,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,4.22,181.54,2023-07-06 05:23:38
RO000362,TRUCK-T1,1.9,28136,Driveline vibration under load,FC-DRV-19,drivetrain,dusty,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,7.52,181.54,2023-10-12 01:57:25
RO000363,SEDAN-A,4.1,33019,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,city_stopgo,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,7.46,186.45,2024-06-23 11:52:15
RO000364,SEDAN-A,5.4,100,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,normal,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,10.08,124.29,2025-11-13 04:23:01
RO000365,TRUCK-T1,1.6,1836,Intake actuator delayed,FC-PNE-07,pneumatic_intake,dusty,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,7.55,323.19,2025-08-10 09:25:47
RO000366,TRUCK-T1,15.0,26074,Brake pressure drop,FC-HYD-04,hydraulic_brake,high_temp,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,6.63,135.6,2025-05-12 16:34:39
RO000367,TRUCK-T2,8.6,21827,Intake actuator delayed,FC-PNE-07,pneumatic_intake,dusty,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,7.02,124.29,2024-04-11 02:05:06
RO000368,COUPE-R,7.5,15833,Radiator efficiency low,FC-CLG-11,engine_cooling,highway_longhaul,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.37,312.4,2023-05-30 14:23:40
RO000369,VAN-C,3.9,12754,Brake pressure drop,FC-HYD-04,hydraulic_brake,normal,Observed: Brake pressure drop. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,2.11,156.78,2024-06-29 09:36:07
RO000370,COUPE-R,6.2,7091,Hydraulic pressure unstable,FC-HYD-04,hydraulic_brake,highway_longhaul,Observed: Hydraulic pressure unstable. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,3.29,102.65,2024-11-25 06:45:44
RO000371,VAN-C,7.1,26136,Radiator efficiency low,FC-CLG-11,engine_cooling,highway_longhaul,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,7.34,274.79,2025-08-09 04:34:35
RO000372,TRUCK-T1,1.0,7082,Brake pedal spongy,FC-HYD-04,hydraulic_brake,city_stopgo,Observed: Brake pedal spongy. Inspected hydraulic_brake subsystem. Replaced primary component and verified normal operation.,7.38,115.39,2025-09-28 10:04:52
RO000373,SUV-Z,3.1,13202,Coolant leak suspected,FC-CLG-11,engine_cooling,highway_longhaul,Observed: Coolant leak suspected. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,6.6,385.81,2024-01-26 22:04:49
RO000374,SEDAN-A,3.1,15843,Intake actuator delayed,FC-PNE-07,pneumatic_intake,dusty,Observed: Intake actuator delayed. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,2.83,323.19,2025-03-24 23:29:39
RO000375,SEDAN-A,4.4,17558,Drive transfer slip,FC-DRV-19,drivetrain,highway_longhaul,Observed: Drive transfer slip. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,2.31,247.19,2024-07-08 08:00:20
RO000376,COUPE-R,8.0,14842,Pneumatic valve not switching,FC-PNE-07,pneumatic_intake,highway_longhaul,Observed: Pneumatic valve not switching. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,6.6,198.9,2026-03-09 09:26:53
RO000377,TRUCK-T2,7.3,25913,Radiator efficiency low,FC-CLG-11,engine_cooling,dusty,Observed: Radiator efficiency low. Inspected engine_cooling subsystem. Replaced primary component and verified normal operation.,5.75,175.16,2024-02-08 14:18:31
RO000378,TRUCK-T1,5.0,15978,Air regulation unstable,FC-PNE-07,pneumatic_intake,normal,Observed: Air regulation unstable. Inspected pneumatic_intake subsystem. Replaced primary component and verified normal operation.,6.59,198.9,2026-04-04 17:40:24
RO000379,VAN-C,6.7,15324,Torque transfer delay,FC-DRV-19,drivetrain,high_temp,Observed: Torque transfer delay. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,4.1,181.54,2023-09-11 15:07:40
RO000380,TRUCK-T1,4.2,3779,Driveline vibration under load,FC-DRV-19,drivetrain,high_humidity,Observed: Driveline vibration under load. Inspected drivetrain subsystem. Replaced primary component and verified normal operation.,9.0,181.54,2025-10-04 08:13:50
RO000381,COUPE-R,2.1,9456,Unexpected power cut,FC-ELC-22,electrical_power,high_temp,Observed: Unexpected power cut. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,4.06,166.8,2024-05-13 02:27:52
RO000382,SEDAN-B,9.6,12640,Intermittent electrical fault,FC-ELC-22,electrical_power,high_temp,Observed: Intermittent electrical fault. Inspected electrical_power subsystem. Replaced primary component and verified normal operation.,8.0,196.51,2023-01-23 20:58:55
